finding_id,audit_id,severity,category,iosa_discipline_code,standard_ref,description,risk_index,date_raised,date_closed,due_date,status,repeat_flag,root_cause,responsible_owner,probability_score,closed_on_time
160,10,Medium,Operations,ORG,ORG 1.6.2,Synthetic finding 160 in operations category.,2,2022-07-20,2022-08-20,2022-10-15,Closed,False,Documentation gap,Owner 11,1,True
161,10,Low,Equipment,MNT,MNT 1.11.1A,Synthetic finding 161 in equipment category.,5,2022-07-29,2022-09-19,2022-09-28,Closed,False,Training gap,Owner 19,5,True
162,10,Medium,Documentation,ORG,ORG 3.1.3,Synthetic finding 162 in documentation category.,6,2022-07-20,2022-09-03,2022-08-28,Closed,False,Procedure not followed,Owner 12,3,False
163,10,High,Operations,MNT,MNT 4.6.2,Synthetic finding 163 in operations category.,16,2022-07-20,2022-10-17,2022-09-16,Closed,True,Procedure not followed,Owner 14,4,False
164,10,High,Documentation,ORG,ORG 1.7.5,Synthetic finding 164 in documentation category.,12,2022-07-20,2022-10-13,2022-09-10,Closed,False,Training gap,Owner 03,3,False
165,10,Medium,Operations,MNT,MNT 2.10.1,Synthetic finding 165 in operations category.,6,2022-07-30,2022-09-12,2022-10-14,Closed,False,Training gap,Owner 14,3,True
166,10,Medium,Human Factors,MNT,MNT 2.4.2,Synthetic finding 166 in human factors category.,2,2022-07-26,2022-09-06,2022-10-22,Closed,False,Documentation gap,Owner 01,1,True
167,10,Low,Equipment,ORG,ORG 1.3.3,Synthetic finding 167 in equipment category.,1,2022-08-01,2022-09-09,2022-09-15,Closed,False,Procedure not followed,Owner 09,1,True
168,10,High,Operations,MNT,MNT 4.7.4,Synthetic finding 168 in operations category.,20,2022-07-19,2022-09-23,2022-10-08,Closed,False,Resource limitation,Owner 03,5,True
169,10,High,Human Factors,MNT,MNT 2.5.1,Synthetic finding 169 in human factors category.,16,2022-07-30,2022-08-11,2022-09-20,Closed,False,Procedure not followed,Owner 05,4,True
170,10,High,Equipment,ORG,ORG 2.6.1,Synthetic finding 170 in equipment category.,12,2022-08-01,2022-09-27,2022-10-21,Closed,False,Process design,Owner 01,3,True
171,10,High,Facilities,ORG,ORG 3.2.2,Synthetic finding 171 in facilities category.,16,2022-07-22,2022-10-13,2022-10-04,Closed,False,Training gap,Owner 10,4,False
172,10,Low,Training,MNT,MNT 1.1.3,Synthetic finding 172 in training category.,2,2022-07-20,2022-11-24,2022-10-17,Closed,False,Resource limitation,Owner 18,2,False
173,10,Medium,Equipment,ORG,ORG 1.7.1,Synthetic finding 173 in equipment category.,6,2022-07-24,2022-10-07,2022-10-09,Closed,False,Documentation gap,Owner 07,3,True
174,10,Low,Training,MNT,MNT 4.6.5,Synthetic finding 174 in training category.,2,2022-07-26,2022-10-06,2022-09-18,Closed,False,Procedure not followed,Owner 06,2,False
175,10,High,Facilities,MNT,MNT 4.3.7,Synthetic finding 175 in facilities category.,16,2022-07-24,2022-09-19,2022-10-12,Closed,False,Documentation gap,Owner 13,4,True
176,10,Medium,Operations,MNT,MNT 4.5.7,Synthetic finding 176 in operations category.,10,2022-07-21,2022-08-31,2022-09-10,Closed,False,Resource limitation,Owner 06,5,True
177,10,Medium,Training,MNT,MNT 2.12.2,Synthetic finding 177 in training category.,2,2022-07-21,2022-10-24,2022-09-08,Closed,False,Training gap,Owner 04,1,False
178,11,High,Facilities,DSP,DSP 1.3.5,Synthetic finding 178 in facilities category.,16,2023-01-02,2023-03-05,2023-02-21,Closed,False,Procedure not followed,Owner 01,4,False
179,11,Low,Human Factors,DSP,DSP 3.2.7,Synthetic finding 179 in human factors category.,2,2023-01-06,2023-03-07,2023-02-09,Closed,False,Process design,Owner 08,2,False
180,11,Low,Documentation,FLT,FLT 3.13.13,Synthetic finding 180 in documentation category.,1,2023-01-04,2023-02-22,2023-03-29,Closed,False,Procedure not followed,Owner 16,1,True
181,11,High,Documentation,ORG,ORG 1.7.1,Synthetic finding 181 in documentation category.,12,2023-01-13,2023-02-08,2023-03-26,Closed,False,Procedure not followed,Owner 20,3,True
182,11,Medium,Facilities,DSP,DSP 1.10.3,Synthetic finding 182 in facilities category.,2,2023-01-04,2023-02-20,2023-03-01,Closed,False,Documentation gap,Owner 18,1,True
183,11,Low,Documentation,DSP,DSP 1.5.6,Synthetic finding 183 in documentation category.,3,2023-01-01,2023-03-03,2023-03-21,Closed,False,Documentation gap,Owner 14,3,True
184,11,Critical,Human Factors,ORG,ORG 1.5.4,Synthetic finding 184 in human factors category.,20,2023-01-06,2023-02-11,2023-03-15,Closed,False,Procedure not followed,Owner 05,4,True
185,11,Low,Documentation,ORG,ORG 2.4.4,Synthetic finding 185 in documentation category.,4,2023-01-05,2023-02-21,2023-03-11,Closed,False,Procedure not followed,Owner 11,4,True
186,11,High,Operations,DSP,DSP 3.7.2,Synthetic finding 186 in operations category.,12,2022-12-31,2023-03-05,2023-02-10,Closed,False,Documentation gap,Owner 05,3,False
187,11,Low,Human Factors,DSP,DSP 1.5.4,Synthetic finding 187 in human factors category.,5,2023-01-05,2023-03-21,2023-02-28,Closed,False,Training gap,Owner 13,5,False
188,11,High,Equipment,ORG,ORG 4.3.2,Synthetic finding 188 in equipment category.,12,2023-01-13,2023-04-07,2023-02-19,Closed,False,Procedure not followed,Owner 08,3,False
189,11,High,Facilities,ORG,ORG 3.1.5,Synthetic finding 189 in facilities category.,16,2023-01-14,2023-03-08,2023-03-24,Closed,False,Training gap,Owner 01,4,True
190,11,Medium,Facilities,DSP,DSP 1.12.1,Synthetic finding 190 in facilities category.,6,2023-01-14,,2023-03-03,Overdue,False,Training gap,Owner 13,3,False
191,11,Medium,Facilities,DSP,DSP 3.7.2,Synthetic finding 191 in facilities category.,10,2023-01-03,,2023-02-14,Overdue,True,Training gap,Owner 04,5,False
192,11,High,Operations,ORG,ORG 2.1.5,Synthetic finding 192 in operations category.,16,2023-01-05,2023-02-08,2023-02-07,Closed,True,Procedure not followed,Owner 06,4,False
193,12,Medium,Equipment,CGO,CGO 2.3.1,Synthetic finding 193 in equipment category.,10,2022-04-10,,2022-07-08,Overdue,False,Procedure not followed,Owner 11,5,False
194,12,Medium,Operations,CGO,CGO 1.1.2,Synthetic finding 194 in operations category.,6,2022-04-20,2022-05-22,2022-05-27,Closed,True,Procedure not followed,Owner 06,3,True
195,12,Medium,Training,CGO,CGO 3.2.10,Synthetic finding 195 in training category.,4,2022-04-11,2022-06-29,2022-06-07,Closed,False,Training gap,Owner 09,2,False
196,12,Medium,Facilities,ORG,ORG 2.1.4,Synthetic finding 196 in facilities category.,2,2022-04-10,2022-05-31,2022-06-20,Closed,False,Procedure not followed,Owner 06,1,True
197,12,Low,Equipment,ORG,ORG 1.5.3,Synthetic finding 197 in equipment category.,2,2022-04-14,,2022-06-07,Overdue,False,Procedure not followed,Owner 13,2,False
198,12,Low,Facilities,CGO,CGO 3.3.5,Synthetic finding 198 in facilities category.,1,2022-04-17,2022-06-09,2022-05-23,Closed,False,Training gap,Owner 01,1,False
199,13,High,Operations,SEC,SEC 1.5.3,Synthetic finding 199 in operations category.,12,2021-06-09,2021-07-19,2021-07-27,Closed,False,Training gap,Owner 08,3,True
200,13,Low,Facilities,ORG,ORG 1.5.7,Synthetic finding 200 in facilities category.,5,2021-06-07,2021-08-27,2021-07-13,Closed,False,Procedure not followed,Owner 01,5,False
201,13,Medium,Operations,SEC,SEC 2.1.5,Synthetic finding 201 in operations category.,2,2021-06-03,2021-08-07,2021-08-12,Closed,False,Procedure not followed,Owner 05,1,True
202,13,Critical,Equipment,SEC,SEC 1.11.3,Synthetic finding 202 in equipment category.,20,2021-06-11,2021-09-03,2021-07-15,Closed,False,Procedure not followed,Owner 17,4,False
203,13,Medium,Training,SEC,SEC 2.1.5,Synthetic finding 203 in training category.,6,2021-06-08,2021-08-25,2021-09-01,Closed,False,Documentation gap,Owner 11,3,True
204,13,Medium,Training,SEC,SEC 4.3.3,Synthetic finding 204 in training category.,8,2021-06-01,2021-09-01,2021-08-08,Closed,False,Training gap,Owner 04,4,False
205,13,Low,Facilities,ORG,ORG 3.2.2,Synthetic finding 205 in facilities category.,1,2021-06-03,,2021-08-25,Overdue,False,Resource limitation,Owner 14,1,False
206,13,Medium,Operations,ORG,ORG 2.5.1,Synthetic finding 206 in operations category.,10,2021-06-12,2021-08-24,2021-08-15,Closed,False,Process design,Owner 18,5,False
207,13,Low,Facilities,SEC,SEC 3.4.1,Synthetic finding 207 in facilities category.,3,2021-06-13,2021-08-08,2021-08-23,Closed,True,Training gap,Owner 13,3,True
208,13,Medium,Operations,SEC,SEC 3.4.4,Synthetic finding 208 in operations category.,4,2021-06-06,2021-09-03,2021-09-01,Closed,True,Training gap,Owner 12,2,False
209,13,Low,Training,ORG,ORG 2.5.3,Synthetic finding 209 in training category.,3,2021-06-08,2021-08-31,2021-07-14,Closed,False,Procedure not followed,Owner 20,3,False
210,13,Medium,Training,SEC,SEC 3.9.2,Synthetic finding 210 in training category.,6,2021-06-09,2021-09-03,2021-07-25,Closed,True,Resource limitation,Owner 15,3,False
211,13,Low,Equipment,ORG,ORG 2.2.4,Synthetic finding 211 in equipment category.,3,2021-06-13,,2021-08-29,Overdue,False,Training gap,Owner 07,3,False
212,13,Medium,Documentation,ORG,ORG 3.3.3,Synthetic finding 212 in documentation category.,10,2021-06-04,2021-09-03,2021-08-24,Closed,False,Process design,Owner 16,5,False
213,13,High,Facilities,SEC,SEC 1.3.3,Synthetic finding 213 in facilities category.,12,2021-06-10,2021-08-05,2021-09-03,Closed,False,Procedure not followed,Owner 09,3,True
214,13,Medium,Equipment,SEC,SEC 1.10.1,Synthetic finding 214 in equipment category.,8,2021-06-12,2021-08-29,2021-09-01,Closed,False,Procedure not followed,Owner 01,4,True
215,13,Low,Equipment,SEC,SEC 3.4.5,Synthetic finding 215 in equipment category.,4,2021-06-07,2021-08-14,2021-08-08,Closed,False,Process design,Owner 15,4,False
216,13,Low,Operations,SEC,SEC 3.3.3,Synthetic finding 216 in operations category.,2,2021-06-12,,2021-08-09,Overdue,False,Procedure not followed,Owner 17,2,False
217,13,High,Equipment,ORG,ORG 2.1.6,Synthetic finding 217 in equipment category.,12,2021-06-11,2021-07-26,2021-08-25,Closed,True,Process design,Owner 16,3,True
218,13,Medium,Facilities,SEC,SEC 3.7.1,Synthetic finding 218 in facilities category.,8,2021-06-13,2021-09-17,2021-08-24,Closed,False,Process design,Owner 12,4,False
219,14,Low,Human Factors,ORG,ORG 2.5.4,Synthetic finding 219 in human factors category.,5,2023-04-08,,2023-06-02,Overdue,False,Procedure not followed,Owner 11,5,False
220,14,High,Documentation,CAB,CAB 3.4.1,Synthetic finding 220 in documentation category.,20,2023-04-04,2023-05-31,2023-06-25,Closed,False,Training gap,Owner 20,5,True
221,14,Medium,Equipment,CAB,CAB 1.10.4,Synthetic finding 221 in equipment category.,10,2023-04-08,2023-05-13,2023-06-11,Closed,True,Procedure not followed,Owner 12,5,True
222,14,Medium,Training,CAB,CAB 1.10.4,Synthetic finding 222 in training category.,4,2023-03-28,2023-04-28,2023-05-30,Closed,True,Training gap,Owner 11,2,True
223,14,Low,Training,ORG,ORG 1.7.10,Synthetic finding 223 in training category.,4,2023-04-04,2023-05-03,2023-05-26,Closed,False,Procedure not followed,Owner 14,4,True
224,14,Medium,Equipment,ORG,ORG 4.1.3,Synthetic finding 224 in equipment category.,4,2023-03-29,2023-05-10,2023-06-10,Closed,False,Procedure not followed,Owner 20,2,True
225,14,Medium,Documentation,ORG,ORG 4.1.1,Synthetic finding 225 in documentation category.,8,2023-03-29,2023-06-05,2023-06-12,Closed,False,Resource limitation,Owner 11,4,True
226,14,Low,Training,CAB,CAB 3.4.15,Synthetic finding 226 in training category.,2,2023-04-05,2023-05-18,2023-06-30,Closed,False,Training gap,Owner 12,2,True
227,14,Low,Documentation,ORG,ORG 3.2.2,Synthetic finding 227 in documentation category.,3,2023-04-05,,2023-06-23,Overdue,False,Resource limitation,Owner 03,3,False
228,15,High,Operations,ORG,ORG 1.1.1,Synthetic finding 228 in operations category.,16,2023-06-05,2023-07-21,2023-07-23,Closed,False,Training gap,Owner 08,4,True
229,15,Low,Documentation,ORG,ORG 4.2.1,Synthetic finding 229 in documentation category.,1,2023-06-08,2023-07-22,2023-08-15,Closed,False,Training gap,Owner 02,1,True
230,15,Medium,Documentation,ORG,ORG 3.1.2,Synthetic finding 230 in documentation category.,4,2023-06-06,2023-07-15,2023-08-08,Closed,False,Training gap,Owner 17,2,True
231,15,High,Training,ORG,ORG 1.7.1,Synthetic finding 231 in training category.,16,2023-06-05,2023-06-13,2023-07-20,Closed,False,Training gap,Owner 20,4,True
232,15,Medium,Human Factors,ORG,ORG 3.1.5,Synthetic finding 232 in human factors category.,8,2023-06-07,,2023-07-30,Overdue,False,Training gap,Owner 01,4,False
233,16,High,Training,ORG,ORG 3.1.2,Synthetic finding 233 in training category.,16,2023-11-20,,2023-12-27,Overdue,False,Training gap,Owner 02,4,False
234,16,Medium,Training,ORG,ORG 1.7.1,Synthetic finding 234 in training category.,4,2023-11-21,2024-01-18,2024-01-05,Closed,False,Training gap,Owner 02,2,False
235,16,Medium,Facilities,SEC,SEC 4.3.3,Synthetic finding 235 in facilities category.,6,2023-11-17,2023-12-20,2024-01-10,Closed,False,Procedure not followed,Owner 02,3,True
236,16,High,Training,ORG,ORG 1.3.2,Synthetic finding 236 in training category.,20,2023-11-16,2023-12-26,2023-12-20,Closed,False,Documentation gap,Owner 10,5,False
237,16,High,Equipment,ORG,ORG 3.3.1,Synthetic finding 237 in equipment category.,12,2023-11-24,2024-02-03,2024-02-12,Closed,False,Training gap,Owner 19,3,True
238,16,Medium,Facilities,ORG,ORG 4.1.3,Synthetic finding 238 in facilities category.,6,2023-11-22,2024-01-12,2024-02-07,Closed,False,Process design,Owner 06,3,True
239,16,Medium,Operations,SEC,SEC 1.12.2,Synthetic finding 239 in operations category.,6,2023-11-14,2024-01-01,2024-01-16,Closed,True,Procedure not followed,Owner 04,3,True
240,16,Medium,Training,ORG,ORG 1.3.1,Synthetic finding 240 in training category.,2,2023-11-14,2023-12-30,2024-02-06,Closed,False,Procedure not followed,Owner 11,1,True
241,16,Low,Documentation,SEC,SEC 1.3.3,Synthetic finding 241 in documentation category.,4,2023-11-18,2023-12-22,2024-02-12,Closed,True,Procedure not followed,Owner 10,4,True
242,16,Low,Human Factors,SEC,SEC 1.9.2,Synthetic finding 242 in human factors category.,2,2023-11-13,2023-12-10,2024-01-18,Closed,False,Resource limitation,Owner 13,2,True
243,16,Low,Operations,ORG,ORG 3.3.2,Synthetic finding 243 in operations category.,5,2023-11-17,2023-12-29,2024-02-13,Closed,False,Process design,Owner 02,5,True
244,16,High,Facilities,SEC,SEC 3.5.1,Synthetic finding 244 in facilities category.,16,2023-11-19,2024-01-11,2024-01-03,Closed,False,Documentation gap,Owner 16,4,False
245,16,Medium,Facilities,SEC,SEC 2.1.7,Synthetic finding 245 in facilities category.,4,2023-11-21,,2024-02-19,Overdue,True,Training gap,Owner 03,2,False
246,16,Medium,Operations,SEC,SEC 2.1.4,Synthetic finding 246 in operations category.,2,2023-11-17,2023-12-28,2024-02-13,Closed,False,Documentation gap,Owner 05,1,True
247,16,Low,Human Factors,ORG,ORG 2.6.1,Synthetic finding 247 in human factors category.,2,2023-11-14,2023-12-07,2023-12-30,Closed,False,Documentation gap,Owner 03,2,True
248,16,Low,Equipment,SEC,SEC 2.1.5,Synthetic finding 248 in equipment category.,2,2023-11-14,2024-01-07,2024-02-03,Closed,False,Process design,Owner 16,2,True
249,16,Low,Documentation,ORG,ORG 2.4.2,Synthetic finding 249 in documentation category.,3,2023-11-16,2024-01-13,2024-02-09,Closed,False,Procedure not followed,Owner 19,3,True
250,16,Low,Facilities,ORG,ORG 4.2.1,Synthetic finding 250 in facilities category.,4,2023-11-16,,2024-02-01,Overdue,False,Procedure not followed,Owner 10,4,False
251,16,High,Facilities,ORG,ORG 1.3.2,Synthetic finding 251 in facilities category.,16,2023-11-21,2024-01-09,2024-01-08,Closed,False,Procedure not followed,Owner 19,4,False
252,16,Low,Training,SEC,SEC 1.6.4,Synthetic finding 252 in training category.,2,2023-11-22,2023-12-21,2024-02-20,Closed,False,Documentation gap,Owner 10,2,True
253,16,Medium,Facilities,ORG,ORG 1.1.2,Synthetic finding 253 in facilities category.,10,2023-11-19,2024-01-08,2023-12-23,Closed,False,Procedure not followed,Owner 13,5,False
254,16,High,Documentation,ORG,ORG 2.1.6,Synthetic finding 254 in documentation category.,12,2023-11-17,2024-01-06,2024-02-01,Closed,False,Process design,Owner 16,3,True
255,16,Medium,Operations,SEC,SEC 1.1.3,Synthetic finding 255 in operations category.,4,2023-11-21,2024-01-06,2024-02-17,Closed,False,Process design,Owner 12,2,True
256,16,Low,Facilities,SEC,SEC 1.10.3A,Synthetic finding 256 in facilities category.,5,2023-11-20,2023-12-29,2024-01-12,Closed,True,Documentation gap,Owner 12,5,True
257,17,High,Human Factors,ORG,ORG 4.1.1,Synthetic finding 257 in human factors category.,20,2021-01-30,2021-04-13,2021-03-06,Closed,False,Procedure not followed,Owner 17,5,False
258,17,Medium,Documentation,ORG,ORG 1.7.12,Synthetic finding 258 in documentation category.,10,2021-01-26,2021-03-16,2021-04-08,Closed,False,Resource limitation,Owner 15,5,True
259,17,Medium,Training,ORG,ORG 4.1.3,Synthetic finding 259 in training category.,6,2021-01-28,,2021-04-20,Overdue,False,Documentation gap,Owner 12,3,False
260,17,High,Operations,ORG,ORG 2.1.5,Synthetic finding 260 in operations category.,16,2021-01-27,2021-04-01,2021-04-07,Closed,True,Documentation gap,Owner 02,4,True
261,17,Medium,Documentation,ORG,ORG 2.5.3,Synthetic finding 261 in documentation category.,6,2021-01-28,2021-04-12,2021-03-15,Closed,False,Documentation gap,Owner 15,3,False
262,17,Medium,Training,ORG,ORG 2.2.4,Synthetic finding 262 in training category.,6,2021-01-30,2021-04-18,2021-04-03,Closed,False,Documentation gap,Owner 12,3,False
263,17,High,Facilities,ORG,ORG 2.5.1,Synthetic finding 263 in facilities category.,20,2021-01-22,2021-03-03,2021-04-05,Closed,False,Process design,Owner 13,5,True
264,17,Low,Operations,ORG,ORG 2.4.2,Synthetic finding 264 in operations category.,3,2021-01-19,2021-04-01,2021-03-25,Closed,False,Process design,Owner 10,3,False
265,18,High,Human Factors,CAB,CAB 3.3.3,Synthetic finding 265 in human factors category.,20,2024-07-15,,2024-10-04,Overdue,False,Procedure not followed,Owner 01,5,False
266,18,Low,Facilities,CAB,CAB 1.3.1,Synthetic finding 266 in facilities category.,2,2024-07-05,2024-08-08,2024-08-26,Closed,True,Documentation gap,Owner 16,2,True
267,18,Medium,Equipment,ORG,ORG 1.1.1,Synthetic finding 267 in equipment category.,10,2024-07-16,2024-08-19,2024-10-13,Closed,True,Procedure not followed,Owner 11,5,True
268,18,Low,Documentation,ORG,ORG 3.2.2,Synthetic finding 268 in documentation category.,3,2024-07-10,2024-08-18,2024-09-05,Closed,False,Resource limitation,Owner 13,3,True
269,18,Medium,Documentation,ORG,ORG 1.2.3,Synthetic finding 269 in documentation category.,2,2024-07-15,2024-09-14,2024-09-26,Closed,False,Process design,Owner 17,1,True
270,18,Medium,Equipment,CAB,CAB 3.4.10,Synthetic finding 270 in equipment category.,4,2024-07-10,2024-08-27,2024-10-03,Closed,False,Procedure not followed,Owner 13,2,True
271,18,High,Documentation,ORG,ORG 1.7.6,Synthetic finding 271 in documentation category.,20,2024-07-09,,2024-08-21,Overdue,False,Documentation gap,Owner 19,5,False
272,18,Low,Documentation,ORG,ORG 1.7.1,Synthetic finding 272 in documentation category.,5,2024-07-04,2024-08-19,2024-08-18,Closed,False,Documentation gap,Owner 07,5,False
